sl_no,project_name,agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,source_page,report_month,source_report,report_date
1578,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,MoRTH,618003,Odisha,2021-11,2023-06,2024-12,2026-06,154.49,154.49,22.32,72.0,139,April 2026,FlashReport_April2026.pdf,2026-04
1589,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,MoRTH,618003,Odisha,2021-11,2023-06,2024-12,2026-06,154.49,154.49,22.32,72.0,139,May 2026,FlashReport_May2026.pdf,2026-05
1485,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,MoRTH,618003,Odisha,2021-11,2023-06,2024-12,2026-07,154.49,154.49,25.17,90.0,138,June 2026,FlashReport_June_2026.pdf,2026-06
1409,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,MoRTH,618003,Odisha,2021-11,2023-06,2024-12,2026-09,154.49,154.49,25.17,90.0,131,July 2026,FlashReport_July_2026.pdf,2026-07
940,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length- 16.150 Kmunder EPC mode in the state of Bihar,MoRTH,618004,Bihar,2022-02,2025-01,2026-07,2027-04,179.86,179.86,0.0,0.05,102,April 2026,FlashReport_April2026.pdf,2026-04
942,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length- 16.150 Kmunder EPC mode in the state of Bihar,MoRTH,618004,Bihar,2022-02,2025-01,2026-07,2027-04,179.86,179.86,0.0,0.05,101,May 2026,FlashReport_May2026.pdf,2026-05
907,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length- 16.150 Kmunder EPC mode in the state of Bihar,MoRTH,618004,Bihar,2022-02,2026-06,2027-12,2027-12,179.86,179.86,2.37,2.0,104,June 2026,FlashReport_June_2026.pdf,2026-06
841,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length- 16.150 Kmunder EPC mode in the state of Bihar,MoRTH,618004,Bihar,2022-02,2026-06,2027-12,2027-12,179.86,179.86,2.37,2.0,97,July 2026,FlashReport_July_2026.pdf,2026-07
941,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,MoRTH,618005,Bihar,2016-02,2016-05,2018-05,2026-06,178.85,278.53,0.0,98.65,102,April 2026,FlashReport_April2026.pdf,2026-04
943,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,MoRTH,618005,Bihar,2016-02,2016-05,2018-05,2026-07,178.85,278.53,0.0,98.65,101,May 2026,FlashReport_May2026.pdf,2026-05
908,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,MoRTH,618005,Bihar,2016-02,2016-05,2018-05,2026-09,178.85,278.53,0.0,98.65,104,June 2026,FlashReport_June_2026.pdf,2026-06
942,Sitamarhi-Jaynagar Section km 79.400 to km 156.500 Lot-II,MoRTH,618006,Bihar,2016-02,2016-06,2018-12,2026-06,369.77,503.28,0.0,98.78,102,April 2026,FlashReport_April2026.pdf,2026-04
944,Sitamarhi-Jaynagar Section km 79.400 to km 156.500 Lot-II,MoRTH,618006,Bihar,2016-02,2016-06,2018-12,2026-07,369.77,503.28,0.0,98.78,101,May 2026,FlashReport_May2026.pdf,2026-05
943,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,MoRTH,618007,Bihar,2016-02,2016-05,2018-11,2026-06,553.3,706.39,0.0,99.0,102,April 2026,FlashReport_April2026.pdf,2026-04
945,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,MoRTH,618007,Bihar,2016-02,2016-05,2018-11,2026-07,553.3,706.39,0.0,99.0,101,May 2026,FlashReport_May2026.pdf,2026-05
1771,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,618008,Uttar Pradesh,2021-03,2022-03,2023-09,2024-12,185.09,269.81,175.09,100.0,150,April 2026,FlashReport_April2026.pdf,2026-04
1783,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,618008,Uttar Pradesh,2021-03,2022-03,2023-09,2024-12,185.09,269.81,175.09,100.0,150,May 2026,FlashReport_May2026.pdf,2026-05
1772,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,MoRTH,618009,Uttar Pradesh,2019-12,2020-10,2022-04,2026-06,319.96,347.8,0.0,95.0,150,April 2026,FlashReport_April2026.pdf,2026-04
1784,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,MoRTH,618009,Uttar Pradesh,2019-12,2020-10,2022-04,2026-07,319.96,347.8,0.0,95.0,150,May 2026,FlashReport_May2026.pdf,2026-05
1655,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,MoRTH,618009,Uttar Pradesh,2019-12,2020-10,2022-04,2026-09,319.96,347.8,0.0,95.0,148,June 2026,FlashReport_June_2026.pdf,2026-06
1571,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,MoRTH,618009,Uttar Pradesh,2019-12,2020-10,2022-04,2026-12,319.96,347.8,0.0,95.0,140,July 2026,FlashReport_July_2026.pdf,2026-07
1606,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,MoRTH,618010,Punjab,2023-03,2025-05,2026-11,2026-11,546.67,546.67,0.0,45.0,140,April 2026,FlashReport_April2026.pdf,2026-04
1617,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,MoRTH,618010,Punjab,2023-03,2025-05,2026-11,2026-11,546.67,546.67,0.0,45.0,140,May 2026,FlashReport_May2026.pdf,2026-05
1510,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,MoRTH,618010,Punjab,2023-03,2025-05,2026-11,2026-11,546.67,546.67,0.0,45.0,140,June 2026,FlashReport_June_2026.pdf,2026-06
1434,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,MoRTH,618010,Punjab,2023-03,2025-05,2026-11,2026-11,546.67,546.67,0.0,45.0,132,July 2026,FlashReport_July_2026.pdf,2026-07
1640,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,MoRTH,618011,Rajasthan,2021-12,2022-05,2024-05,2026-05,411.44,411.44,66.63,87.6,142,April 2026,FlashReport_April2026.pdf,2026-04
1651,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,MoRTH,618011,Rajasthan,2021-12,2022-05,2024-05,2026-07,411.44,411.44,66.63,91.04,142,May 2026,FlashReport_May2026.pdf,2026-05
1542,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,MoRTH,618011,Rajasthan,2021-12,2022-05,2024-05,2026-10,411.44,411.44,85.69,91.36,142,June 2026,FlashReport_June_2026.pdf,2026-06
1461,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,MoRTH,618011,Rajasthan,2021-12,2022-05,2024-05,2026-10,411.44,411.44,85.69,92.77,134,July 2026,FlashReport_July_2026.pdf,2026-07
1579,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",MoRTH,618012,Odisha,2022-03,2024-02,2026-02,2026-06,186.52,186.52,42.83,60.0,139,April 2026,FlashReport_April2026.pdf,2026-04
1590,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",MoRTH,618012,Odisha,2022-03,2024-02,2026-02,2026-06,186.52,186.52,42.93,60.0,139,May 2026,FlashReport_May2026.pdf,2026-05
1486,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",MoRTH,618012,Odisha,2022-03,2024-02,2026-02,2026-12,186.52,186.52,46.39,60.0,138,June 2026,FlashReport_June_2026.pdf,2026-06
1410,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",MoRTH,618012,Odisha,2022-03,2024-02,2026-02,2026-12,186.52,186.52,46.39,60.0,131,July 2026,FlashReport_July_2026.pdf,2026-07
797,4-laning of Puttaparthi-Koduru Section of NH-342,MoRTH,618013,Andhra Pradesh,2022-10,2023-11,2025-11,2026-06,1318.59,909.19,341.52,79.5,93,April 2026,FlashReport_April2026.pdf,2026-04
799,4-laning of Puttaparthi-Koduru Section of NH-342,MoRTH,618013,Andhra Pradesh,2022-10,2023-11,2025-11,2026-06,1318.59,909.19,341.52,79.5,92,May 2026,FlashReport_May2026.pdf,2026-05
781,4-laning of Puttaparthi-Koduru Section of NH-342,MoRTH,618013,Andhra Pradesh,2022-10,2023-11,2025-11,2026-08,1318.59,909.19,464.06,90.19,96,June 2026,FlashReport_June_2026.pdf,2026-06
723,4-laning of Puttaparthi-Koduru Section of NH-342,MoRTH,618013,Andhra Pradesh,2022-10,2023-11,2025-11,2026-08,1318.59,909.19,464.06,90.19,90,July 2026,FlashReport_July_2026.pdf,2026-07
1007,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",MoRTH,618014,Chhattisgarh,2022-03,2025-05,2026-10,2026-10,199.05,199.05,28.95,31.0,105,April 2026,FlashReport_April2026.pdf,2026-04
1009,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",MoRTH,618014,Chhattisgarh,2022-03,2025-05,2026-10,2026-10,199.05,199.05,28.95,32.87,105,May 2026,FlashReport_May2026.pdf,2026-05
962,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",MoRTH,618014,Chhattisgarh,2022-03,2025-05,2026-10,2026-10,199.05,199.05,52.96,33.58,107,June 2026,FlashReport_June_2026.pdf,2026-06
893,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",MoRTH,618014,Chhattisgarh,2022-03,2025-05,2026-10,2026-10,199.05,199.05,53.0,38.56,100,July 2026,FlashReport_July_2026.pdf,2026-07
1008,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618015,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,225.41,228.93,63.38,55.0,105,April 2026,FlashReport_April2026.pdf,2026-04
1010,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618015,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,225.41,228.93,70.96,57.0,105,May 2026,FlashReport_May2026.pdf,2026-05
963,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618015,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,225.41,228.93,77.46,60.0,107,June 2026,FlashReport_June_2026.pdf,2026-06
894,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618015,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,225.41,228.93,83.75,60.0,100,July 2026,FlashReport_July_2026.pdf,2026-07
1009,"Upgradation of Ambikapur Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",MoRTH,618016,Chhattisgarh,2022-03,2025-05,2027-05,2027-05,397.44,397.44,18.97,10.22,106,April 2026,FlashReport_April2026.pdf,2026-04
1011,"Upgradation of Ambikapur Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",MoRTH,618016,Chhattisgarh,2022-03,2025-05,2027-05,2027-05,397.44,397.44,24.33,17.25,105,May 2026,FlashReport_May2026.pdf,2026-05
964,"Upgradation of Ambikapur Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",MoRTH,618016,Chhattisgarh,2022-03,2025-05,2027-05,2027-05,397.44,397.44,56.95,26.26,107,June 2026,FlashReport_June_2026.pdf,2026-06
895,"Upgradation of Ambikapur Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",MoRTH,618016,Chhattisgarh,2022-03,2025-05,2027-05,2027-05,397.44,397.44,76.67,28.07,100,July 2026,FlashReport_July_2026.pdf,2026-07
1010,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618017,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,286.0,286.0,78.67,60.0,106,April 2026,FlashReport_April2026.pdf,2026-04
1012,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618017,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,286.0,286.0,78.7,60.0,105,May 2026,FlashReport_May2026.pdf,2026-05
965,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618017,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,286.0,286.0,87.54,60.0,107,June 2026,FlashReport_June_2026.pdf,2026-06
896,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",MoRTH,618017,Chhattisgarh,2022-03,2024-07,2026-01,2026-12,286.0,286.0,92.75,60.0,100,July 2026,FlashReport_July_2026.pdf,2026-07
1011,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration in the,MoRTH,618018,Chhattisgarh,2022-03,2024-01,2025-07,2026-12,351.19,351.19,11.48,10.0,106,April 2026,FlashReport_April2026.pdf,2026-04
