project_code,risk_score,overall_risk,cost_risk_level,time_risk_level,num_warnings,explanation
705298,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 663.0% of original time elapsed, but only 48.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
607653,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.1% probability).

Early Warning:
Project requires closer monitoring."
705783,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (84.0% probability).

Early Warning:
Project requires closer monitoring."
611855,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.5% probability).

Early Warning:
Project requires closer monitoring."
611929,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 254.8% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
616841,1,LOW,LOW,LOW,2,"Overall Risk: LOW

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 30.3% but physical progress is only 7.0% (Gap: 23.3%).
* Low progress near planned completion. 103.4% of original time elapsed, but only 7.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
616843,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.8% of original time elapsed, but only 23.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617403,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (78.2% probability).

Early Warning:
Project requires closer monitoring."
617404,1,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 30.3% but physical progress is only 3.0% (Gap: 27.3%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
705752,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.5% probability).

Early Warning:
Project requires closer monitoring."
706836,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.1% probability).

Early Warning:
Project requires closer monitoring."
706866,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (77.2% probability).

Early Warning:
Project requires closer monitoring."
400280,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.1% probability).

Early Warning:
Project requires closer monitoring."
613002,2,MEDIUM,LOW,LOW,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 40.4% but physical progress is only 0.0% (Gap: 40.4%).
* Low progress near planned completion. 122.1% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
705244,2,MEDIUM,LOW,LOW,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 37.0% but physical progress is only 0.0% (Gap: 37.0%).
* Low progress near planned completion. 250.9% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
705489,3,HIGH,MEDIUM,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (70.4% probability).
* Low progress near planned completion. 300.1% of original time elapsed, but only 14.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617409,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.2% probability).

Early Warning:
Project requires closer monitoring."
400204,1,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 114.8% of original time elapsed, but only 15.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
400205,2,MEDIUM,LOW,LOW,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 55.2% but physical progress is only 1.0% (Gap: 54.2%).
* Low progress near planned completion. 176.6% of original time elapsed, but only 1.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
617252,2,MEDIUM,LOW,LOW,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 59.2% but physical progress is only 12.0% (Gap: 47.2%).
* Low progress near planned completion. 134.8% of original time elapsed, but only 12.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
617370,1,LOW,MEDIUM,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 190.3% of original time elapsed, but only 22.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
705567,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (87.0% probability).

Early Warning:
Project requires closer monitoring."
705588,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.9% probability).

Early Warning:
Project requires closer monitoring."
705766,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.3% probability).

Early Warning:
Project requires closer monitoring."
705772,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.8% probability).

Early Warning:
Project requires closer monitoring."
705774,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.9% probability).

Early Warning:
Project requires closer monitoring."
705777,2,MEDIUM,LOW,LOW,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 58.7% but physical progress is only 11.0% (Gap: 47.7%).
* Low progress near planned completion. 4271.0% of original time elapsed, but only 11.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
705780,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.0% probability).

Early Warning:
Project requires closer monitoring."
705782,3,HIGH,LOW,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (79.1% probability).

Early Warning:
Project requires closer monitoring."
400273,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.3% probability).

Early Warning:
Project requires closer monitoring."
612096,1,LOW,LOW,LOW,2,"Overall Risk: LOW

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 43.9% but physical progress is only 18.0% (Gap: 25.9%).
* Low progress near planned completion. 95.9% of original time elapsed, but only 18.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
619184,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.2% probability).

Early Warning:
Project requires closer monitoring."
619185,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (81.7% probability).

Early Warning:
Project requires closer monitoring."
619186,2,MEDIUM,LOW,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 645.9% of original time elapsed, but only 13.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617984,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.2% probability).

Early Warning:
Project requires closer monitoring."
617985,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.6% probability).

Early Warning:
Project requires closer monitoring."
617986,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.4% probability).

Early Warning:
Project requires closer monitoring."
617987,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 49.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617988,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 42.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617991,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.4% probability).

Early Warning:
Project requires closer monitoring."
618013,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.4% probability).

Early Warning:
Project requires closer monitoring."
618037,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.8% probability).

Early Warning:
Project requires closer monitoring."
618052,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 37.7% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618053,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 33.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618101,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 87.4% of original time elapsed, but only 38.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618103,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.9% probability).

Early Warning:
Project requires closer monitoring."
618125,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.6% probability).

Early Warning:
Project requires closer monitoring."
618193,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 149.8% of original time elapsed, but only 45.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618194,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.4% probability).

Early Warning:
Project requires closer monitoring."
618236,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.7% probability).

Early Warning:
Project requires closer monitoring."
618238,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.2% probability).

Early Warning:
Project requires closer monitoring."
618239,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.5% probability).

Early Warning:
Project requires closer monitoring."
618254,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 223.1% of original time elapsed, but only 13.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618255,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.1% probability).

Early Warning:
Project requires closer monitoring."
618256,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.8% probability).

Early Warning:
Project requires closer monitoring."
618257,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.2% probability).

Early Warning:
Project requires closer monitoring."
618412,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.9% probability).

Early Warning:
Project requires closer monitoring."
618475,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.3% probability).

Early Warning:
Project requires closer monitoring."
618476,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.3% probability).

Early Warning:
Project requires closer monitoring."
618524,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 100.0% of original time elapsed, but only 39.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618526,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
618579,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.6% probability).

Early Warning:
Project requires closer monitoring."
618629,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.3% probability).

Early Warning:
Project requires closer monitoring."
618633,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 178.9% of original time elapsed, but only 5.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618682,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.4% probability).

Early Warning:
Project requires closer monitoring."
618700,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.4% probability).

Early Warning:
Project requires closer monitoring."
