priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
573,617982,Widening and strengthening of existing 2-lane to 2- lane with paved shoulders from km 159/0 to 165/4 and 186/0 to 215/0 of NH-163 on EPC mode int the state of Telangana,MoRTH,Telangana,0.0,0.0,1.341694561578897,458.1081081081082,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617982 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
574,617981,Widening to Two with Paved shoulders from Km 59.500 to Km 132.033 of Manneguda- Ravunapally section of NH-163 Erstwhile SH-4 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,MoRTH,Telangana,99.92,0.0,3.168607242339891,350.2739726027397,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617981 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
575,617980,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH- 163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,MoRTH,Telangana,54.26,3.8930372072244555,-0.782021826536468,347.0560875512999,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617980 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
576,618947,4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I,NHAI,Jharkhand,91.83,69.02246145667199,-0.3942251461988114,194.81282495667224,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618947 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
577,617975,Rehabilitation and upgradation to 2 lane with paved shoulder configuration from km 122.00 Dharasu Bend to km 147.230 Silkyara Bend of NH-94 in the state of Uttarakhand,MoRTH,Uttarakhand,100.0,33.458093275579294,0.2797426300518811,325.0684931506851,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617975 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
578,617973,Strengthening and widening of existing 2 lane road to two lane paved shoulder from km 7.750 to 26.542 & km. 32.093 to 45.786 of NH-130 on EPC mode in the state of chhattisgarh.job No. 130-CG-2017-18-348,MoRTH,Chhattisgarh,97.0,54.32203389830508,-0.0604343220339625,364.9090909090909,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617973 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
579,617970,Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to 92.880 of NH-,MoRTH,Uttarakhand,100.0,58.894639818491214,1.6234401588203415,346.027397260274,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617970 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
580,617968,Construction & Widening Including Augustmuni Bypass Ch-16.545 to Ch - 19.890 to 2L/PS from Km 16.545-Km 33.130 & 45.980 -57.975 Augustmuni to Kund & Guptkashi to Sitapur on NH 109 in UK,MoRTH,Uttarakhand,95.0,101.74031368617061,1.7403136861705988,320.8219178082192,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617968 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
581,617965,Kopargaon to Savali Vihir section,MoRTH,Maharashtra,93.45,54.130412529429826,0.0193469137066251,136.37294332723982,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617965 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
582,617960,Construction of new road at the missing link portion of NH-81 along approved alignment between Harishchandrapur and Eastern approach of Kalindri Bridge from Km 46.550 to Km 59.697 in the district of Malda. Job No-081-WB-2015-16/400,MoRTH,West Bengal,85.56,79.87978021167534,0.213924844193685,388.393150684932,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617960 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
583,618946,4L of Mehgama - Hansdiha from km. 41.900 to km. 93.000 of NH -133A Pkg-II,National Highways Authority of India [NHAI],Jharkhand,99.5,59.34974184305138,4.544028600005241,55.5198358413132,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618946 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
584,619010,Up-gradation to 2 lane with paved shoutders of Pawlrang - Rulchawm section- of NH- 102B of Aizawl - Imphal Economic Corridor from Existing Chainage km 72.030 to km 104.129 including 2.459 km re-alignment section from Tuivai River to Rulchawm connecting km 48.150 of NH-6 [Design Chainage km 68.170 to km 98.579] in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-3 Keifang- Tuivai Pkg-3,NHIDCL,Mizoram,99.52,88.56612362242454,0.3969413831655162,77.87934186471664,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619010 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
585,618968,6L access control Greenfield highway of Vill-Khyawari to Vill-Latifpur at Saharanpur Bypass from Km. 82.000 to Km. 119.790 Pkg-4,NHAI,Uttar Pradesh,99.24,97.65017259608317,3.782858023092259,95.74965800273633,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618968 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
586,617959,Rehabilitation & Widening work for 2 Lane with Paved Shoulder of Existing NH-80 from km 70.15 to Km 121.025 of Munger-Suttanganj -BhagatpurMirzachowki section on EPC Mode in the State of Bihar.,MoRTH,Bihar,95.66,65.2071030698999,-0.4454495958452704,69.2857142857143,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617959 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
587,618936,Jagadhari - Tajewala from Km -0.175 to 32.337 km of NH-344,NHAI,Haryana,68.0,56.145726664040964,-13.143410791650409,104.26402188782508,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618936 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
588,617991,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch. 14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the State of Andhra Pradesh under Corridor Approach through Engineering, Procurement",MoRTH,Andhra Pradesh,91.9,48.881612958814415,-0.1170773737720865,372.6082191780818,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617991 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
589,619214,4L of Channarayapatna Bypass and Hassan Bypass with structures in Devihalli - Hassan section,NHAI,Karnataka,82.34,87.27180232558139,-2.2491424418604358,187.8356164383567,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619214 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
590,619212,6L Access Controlled Greenfield Highway of Julekal village to Dinnedevarapadu village from Km 242.200 to Km 280.400 Pkg-2,NHAI,"Multi-States (Andhra Pradesh, Telangana)",70.6,43.92173155095025,-2.48586231335076,111.8372093023258,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619212 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
591,619208,Kadambattukonam-Kazhakuttom,NHAI,Kerala,44.34,58.425201615121416,-0.4462295496804018,93.49071038251354,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619208 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
592,616594,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,National Mission for Clean Ganga,Uttar Pradesh,84.0,24.771742356782426,-2.783176016622137,76.00820793433661,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 616594 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
593,701121,Construction of New Domestic Terminal Building at Rajahmundry Airport.,Airport Authority of India [AAI],Andhra Pradesh,96.0,54.58159297133805,1.254933026069565,50.730506155950906,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 701121 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
594,701107,Construction of New Integrated Terminal Building and associated works including apron to park 3 code E type of aircraft or 6 code C type of aircraft at Vijayawada Airport.,Airport Authority of India [AAI],Andhra Pradesh,89.7,93.65642366786531,0.8749264465511796,201.2808219178086,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 701107 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
595,701105,Goa Airport Terminal Building Extension Project,Airport Authority of India [AAI],Goa,100.0,62.09863506590011,-6.418319058234559,220.8618331053354,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 701105 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
596,616858,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing & transportation of natural Gas to be produced from Baghjan Field",Oil India Limited,Assam,95.9,80.93834153589005,-0.0819481846039446,71.83811129848232,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 616858 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
597,616699,Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm PB34/ECOR/2023-24,CAO/Con/South/MHX ECR mor,"Multi-States (Bihar, Jharkhand, Uttar Pradesh, West Bengal)",3.0,9.346766589073562,50.1298950749865,0.0,40,MEDIUM,['Predicted cost overrun is high.'],Project 616699 is classified as MEDIUM risk because the predicted total cost is significantly above the baseline.
598,619320,Muzaffarpur - Sonbarsa Section of NH-77 from km 2.800 to km 89.000,NHAI,Bihar,100.0,20.461252357337433,1.148320178808504,501.8327868852468,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 619320 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
599,617984,"Gudivada Town 2 RoB, and Road improvement NH-165",MoRTH,Andhra Pradesh,75.2,50.009457159069406,-0.6777945905049255,86.23529411764707,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 617984 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
600,618020,"Rehabilitation & Upgradation of KurwaiMungaoliChanderi Road section of NH-346, from Design Chainge 0.000 to 81.300 Km Total length 83.1 km to Two lane with paved shoulder configuration along with One time improvement in 07 nos of bypassed built- up areas in a total length of 22.615 km in the state of Madhya Pradesh on EPC mode.",MoRTH,Madhya Pradesh,67.57,42.65052135889674,0.0037517141452849,89.93160054719559,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618020 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
601,618019,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,MoRTH,Madhya Pradesh,91.0,54.94646915473289,-0.6957366994333023,67.31326949384399,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618019 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
602,618018,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration in the,MoRTH,Chhattisgarh,11.0,3.3115977106409638,0.1181981263703718,94.10786106032896,40,MEDIUM,['Predicted completion is significantly later than planned.'],Project 618018 is classified as MEDIUM risk because the projected completion date exceeds the planned schedule.
